Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
27,Travel_Rarely,1432,Sales,5,4,Medical,1,2,Female,45,3,Sales Executive,3,Married,6336,23283,6,No,13,3,2,80,3,2,3,0,1,0,No
40,Travel_Rarely,475,Research & Development,21,1,Technical Degree,1,2,Female,74,2,Manufacturing Director,1,Single,12246,15699,2,Yes,11,3,2,80,27,3,1,4,0,6,Yes
41,Travel_Rarely,1249,Sales,14,2,Life Sciences,1,1,Male,89,3,Laboratory Technician,2,Single,6362,22412,2,No,14,3,3,80,8,0,3,5,2,6,No
24,Travel_Rarely,465,Sales,9,3,Life Sciences,1,3,Female,89,2,Manufacturing Director,2,Single,10607,16551,5,Yes,17,3,1,80,15,0,1,12,1,3,No
47,Travel_Frequently,1193,Research & Development,6,2,Human Resources,1,3,Female,71,4,Manufacturing Director,3,Divorced,14515,14266,4,Yes,19,4,4,80,5,2,2,3,4,3,No
26,Travel_Rarely,1134,Human Resources,16,4,Other,1,2,Female,78,4,Research Scientist,2,Single,15352,15522,0,Yes,13,3,2,80,7,3,2,3,3,11,No
46,Travel_Rarely,1338,Sales,23,3,Other,1,4,Female,36,3,Healthcare Representative,2,Single,12256,24490,0,No,18,3,1,80,20,5,1,4,1,3,Yes
38,Travel_Rarely,1061,Research & Development,1,5,Other,1,3,Female,36,3,Healthcare Representative,1,Single,2078,20847,3,No,12,4,2,80,11,0,2,2,3,6,Yes
25,Travel_Rarely,541,Research & Development,11,3,Technical Degree,1,3,Female,66,3,Manufacturing Director,4,Single,16804,18533,4,No,11,4,1,80,25,4,3,10,2,10,No
21,Travel_Frequently,468,Sales,18,5,Technical Degree,1,3,Male,37,3,Healthcare Representative,2,Single,9378,13250,0,Yes,12,3,1,80,16,3,1,4,0,6,No
40,Travel_Frequently,580,Sales,5,4,Life Sciences,1,4,Male,48,2,Sales Executive,1,Married,10475,23772,5,No,21,4,3,80,20,2,3,13,1,12,No
40,Travel_Rarely,829,Research & Development,18,5,Marketing,1,3,Female,99,1,Research Scientist,1,Single,9632,10509,5,Yes,23,4,1,80,19,2,3,0,0,7,Yes
43,Travel_Frequently,1001,Research & Development,9,5,Medical,1,4,Male,72,3,Laboratory Technician,3,Divorced,5679,19627,3,No,13,3,2,80,10,3,3,7,4,7,No
41,Travel_Rarely,1357,Sales,13,2,Life Sciences,1,3,Female,69,2,Healthcare Representative,3,Single,16269,4025,5,Yes,11,4,1,80,10,3,3,0,1,1,Yes
41,Travel_Rarely,599,Sales,9,1,Other,1,3,Female,97,2,Manufacturing Director,2,Married,16080,22699,1,Yes,16,4,3,80,7,5,2,0,5,0,No
36,Travel_Frequently,1192,Sales,16,2,Life Sciences,1,3,Female,86,2,Manufacturing Director,3,Married,15021,2951,3,Yes,23,3,3,80,4,0,1,5,9,2,Yes
39,Travel_Frequently,527,Sales,29,5,Life Sciences,1,3,Female,84,1,Research Scientist,1,Married,6755,5426,5,Yes,15,4,2,80,15,4,3,0,1,8,No
20,Travel_Rarely,343,Sales,2,2,Other,1,2,Female,71,2,Sales Executive,2,Married,2107,21620,5,Yes,17,3,2,80,24,3,4,4,1,6,No
48,Travel_Rarely,189,Research & Development,17,2,Medical,1,1,Female,87,1,Research Scientist,1,Single,9059,4207,0,Yes,13,4,4,80,13,6,4,2,3,4,No
39,Travel_Frequently,1282,Human Resources,5,3,Technical Degree,1,2,Male,45,2,Research Scientist,1,Single,6310,5330,3,Yes,13,4,1,80,26,4,1,5,4,0,No
34,Travel_Rarely,404,Sales,11,3,Medical,1,2,Female,93,2,Laboratory Technician,2,Married,6046,14118,2,Yes,12,3,1,80,14,4,1,1,2,6,No
35,Travel_Rarely,972,Research & Development,16,2,Medical,1,2,Female,69,1,Healthcare Representative,1,Single,2959,19885,4,Yes,11,4,2,80,11,2,2,0,0,8,No
39,Travel_Frequently,405,Research & Development,12,1,Life Sciences,1,1,Female,35,3,Manufacturing Director,3,Married,6528,8001,1,No,18,4,1,80,7,4,1,5,2,6,No
54,Travel_Rarely,804,Research & Development,15,5,Other,1,4,Female,92,2,Laboratory Technician,2,Single,6205,11954,5,No,17,3,1,80,9,2,3,0,1,9,Yes
54,Travel_Rarely,578,Sales,19,2,Other,1,1,Female,47,3,Manufacturing Director,1,Single,3298,15020,2,Yes,11,3,4,80,8,4,2,0,3,2,No
24,Travel_Rarely,933,Sales,27,3,Life Sciences,1,2,Female,78,4,Sales Executive,1,Divorced,8206,10786,3,Yes,15,4,2,80,19,2,3,1,2,2,Yes
35,Travel_Rarely,144,Research & Development,22,3,Life Sciences,1,4,Male,46,1,Laboratory Technician,3,Single,4230,19225,0,Yes,15,3,3,80,6,2,3,4,4,3,No
33,Travel_Rarely,585,Human Resources,3,5,Marketing,1,2,Female,92,1,Manufacturing Director,1,Single,8852,23531,4,Yes,14,3,2,80,27,3,3,0,2,6,No
36,Travel_Frequently,754,Research & Development,19,1,Marketing,1,1,Female,52,3,Laboratory Technician,1,Single,8038,19949,0,Yes,15,3,1,80,26,3,1,6,0,4,Yes
37,Travel_Frequently,911,Sales,14,4,Medical,1,4,Female,83,2,Manufacturing Director,2,Divorced,3262,11230,5,Yes,19,3,2,80,8,0,3,8,0,5,No
25,Travel_Rarely,680,Research & Development,10,5,Technical Degree,1,1,Female,88,3,Healthcare Representative,1,Divorced,13366,4501,1,Yes,18,4,2,80,10,2,3,5,1,6,No
49,Travel_Rarely,671,Research & Development,11,5,Life Sciences,1,2,Female,83,3,Laboratory Technician,4,Married,4801,4954,4,Yes,14,3,2,80,5,0,2,4,4,0,No
43,Non-Travel,494,Sales,1,3,Medical,1,3,Female,77,2,Laboratory Technician,1,Single,7738,22183,2,Yes,18,3,1,80,8,5,3,10,4,6,No
25,Travel_Rarely,301,Human Resources,1,2,Other,1,2,Male,68,1,Healthcare Representative,3,Single,14781,22783,0,Yes,24,3,3,80,2,0,3,3,2,6,No
43,Travel_Rarely,1093,Research & Development,1,3,Marketing,1,2,Female,64,3,Research Scientist,1,Single,5491,12178,4,Yes,13,4,3,80,8,3,2,1,9,0,No
36,Travel_Frequently,791,Sales,5,3,Life Sciences,1,3,Female,42,2,Healthcare Representative,1,Single,9655,16401,0,Yes,11,3,2,80,12,5,1,9,3,3,No
33,Travel_Rarely,1075,Human Resources,3,2,Human Resources,1,4,Male,57,3,Human Resources,2,Divorced,2277,22650,3,No,11,3,3,80,7,4,4,3,0,3,No
59,Travel_Rarely,1342,Sales,10,2,Human Resources,1,1,Female,43,1,Healthcare Representative,2,Single,4298,15630,4,Yes,19,3,3,80,8,5,1,3,1,6,No
45,Travel_Rarely,1356,Sales,24,3,Life Sciences,1,2,Female,45,1,Healthcare Representative,2,Single,16340,7842,0,Yes,13,3,2,80,4,1,3,3,0,6,No
32,Non-Travel,832,Human Resources,1,1,Medical,1,2,Female,52,1,Manager,1,Divorced,3770,12632,3,No,15,4,2,80,20,1,1,2,0,2,No
54,Non-Travel,736,Research & Development,27,4,Other,1,4,Female,55,2,Research Scientist,2,Single,9573,21589,5,No,11,4,2,80,2,2,3,1,1,5,No
29,Travel_Frequently,191,Sales,4,2,Other,1,3,Female,34,2,Laboratory Technician,2,Divorced,8852,21136,0,Yes,11,4,3,80,9,0,1,4,4,7,No
45,Travel_Frequently,886,Research & Development,28,1,Other,1,1,Male,90,3,Manufacturing Director,1,Married,5562,17987,3,Yes,20,4,4,80,5,0,3,11,3,5,No
26,Travel_Rarely,841,Research & Development,6,3,Other,1,3,Female,46,2,Research Scientist,2,Married,2368,23300,1,Yes,19,3,3,80,5,3,2,4,4,3,No
44,Travel_Rarely,665,Sales,4,2,Medical,1,2,Female,83,1,Manager,2,Single,6853,20670,0,No,12,3,1,80,5,5,4,2,1,2,No
30,Travel_Rarely,907,Research & Development,23,4,Other,1,1,Female,86,2,Manufacturing Director,3,Divorced,5454,17637,0,Yes,14,3,4,80,18,4,3,3,2,2,No
24,Travel_Rarely,1150,Sales,11,2,Technical Degree,1,2,Male,93,1,Healthcare Representative,2,Divorced,6511,22321,0,Yes,12,3,2,80,10,0,2,0,0,8,No
29,Travel_Rarely,251,Research & Development,14,4,Other,1,1,Female,92,3,Sales Executive,1,Single,6031,5363,2,Yes,11,4,1,80,26,3,3,2,0,5,No
40,Travel_Rarely,555,Research & Development,2,3,Medical,1,2,Female,78,2,Laboratory Technician,3,Married,3448,13436,6,Yes,22,4,2,80,20,3,3,0,0,0,No
32,Travel_Rarely,227,Research & Development,2,5,Life Sciences,1,3,Male,62,2,Healthcare Representative,2,Single,16278,7928,2,Yes,16,3,1,80,29,3,2,11,0,9,No
46,Travel_Rarely,1013,Sales,15,1,Technical Degree,1,3,Female,96,2,Healthcare Representative,2,Married,9420,9262,3,Yes,18,3,1,80,17,1,2,5,0,5,No
46,Non-Travel,1076,Research & Development,3,4,Medical,1,3,Female,41,1,Healthcare Representative,4,Single,2815,20857,4,Yes,12,3,2,80,12,1,2,2,3,7,No
30,Travel_Rarely,181,Sales,9,2,Life Sciences,1,2,Male,97,3,Sales Executive,3,Divorced,10169,17682,2,Yes,11,4,2,80,11,3,1,8,4,4,Yes
56,Travel_Rarely,735,Sales,19,2,Technical Degree,1,2,Female,70,3,Manufacturing Director,2,Single,13163,19813,2,Yes,16,4,4,80,11,3,1,3,2,7,Yes
31,Travel_Frequently,1445,Research & Development,1,5,Life Sciences,1,3,Female,100,4,Manufacturing Director,2,Single,7446,8931,1,Yes,11,3,1,80,10,2,3,8,4,7,Yes
21,Non-Travel,1296,Sales,8,4,Medical,1,4,Female,55,1,Research Scientist,1,Divorced,9484,13847,0,Yes,16,4,2,80,18,3,1,15,3,7,No
34,Travel_Frequently,888,Sales,27,2,Technical Degree,1,4,Female,70,2,Research Scientist,3,Married,13024,11696,3,Yes,12,4,3,80,13,3,4,4,4,0,No
43,Travel_Rarely,1422,Research & Development,24,5,Life Sciences,1,1,Female,73,1,Healthcare Representative,3,Single,2293,23560,4,Yes,14,3,3,80,7,3,3,1,1,6,No
20,Travel_Rarely,1153,Sales,16,5,Technical Degree,1,3,Female,57,2,Sales Executive,1,Single,2302,25251,0,No,12,3,1,80,20,4,2,2,2,2,Yes
56,Travel_Rarely,445,Sales,3,3,Life Sciences,1,3,Female,64,3,Healthcare Representative,1,Single,2673,6663,1,Yes,22,4,3,80,10,3,2,7,3,7,No
31,Travel_Rarely,1179,Sales,28,4,Medical,1,1,Female,40,2,Research Scientist,4,Single,15029,4324,4,Yes,13,3,2,80,15,0,1,0,2,7,Yes
24,Travel_Rarely,415,Sales,11,3,Life Sciences,1,1,Female,78,3,Research Scientist,1,Married,5938,19347,0,No,14,3,2,80,10,2,2,2,3,2,No
57,Travel_Rarely,867,Human Resources,23,1,Medical,1,2,Female,74,4,Research Scientist,2,Single,11336,9261,2,No,20,3,1,80,3,4,2,3,2,7,No
59,Travel_Frequently,1255,Human Resources,9,5,Medical,1,2,Male,77,2,Laboratory Technician,1,Single,11653,18851,1,No,14,3,3,80,18,5,3,0,2,6,Yes
39,Travel_Rarely,293,Research & Development,4,2,Medical,1,2,Female,71,3,Healthcare Representative,1,Single,10681,22024,2,No,15,3,3,80,2,6,2,2,2,3,No
34,Travel_Frequently,1076,Sales,20,5,Life Sciences,1,2,Female,89,2,Manufacturing Director,1,Divorced,9257,22460,1,Yes,14,3,3,80,26,3,2,8,1,5,No
57,Travel_Rarely,1234,Sales,20,5,Marketing,1,4,Female,86,2,Research Scientist,4,Single,8078,22481,0,Yes,15,3,1,80,24,1,1,0,3,7,No
39,Travel_Rarely,1007,Research & Development,8,4,Other,1,3,Female,72,2,Sales Executive,4,Married,12778,4782,4,Yes,11,3,1,80,8,6,1,7,8,0,Yes
26,Non-Travel,910,Sales,10,2,Marketing,1,4,Female,50,4,Sales Executive,2,Divorced,5834,6983,5,Yes,13,3,3,80,11,0,1,10,1,6,No
34,Travel_Rarely,771,Sales,8,4,Marketing,1,3,Female,49,4,Sales Executive,1,Single,14368,12949,2,Yes,16,4,3,80,8,5,3,5,5,0,No
50,Travel_Rarely,959,Human Resources,21,4,Other,1,2,Female,92,1,Laboratory Technician,2,Single,2881,20525,3,Yes,11,3,1,80,9,1,2,15,2,5,Yes
35,Travel_Rarely,209,Research & Development,21,2,Life Sciences,1,1,Male,53,2,Sales Executive,1,Married,4143,19519,0,Yes,15,4,1,80,25,1,2,0,1,6,No
31,Travel_Rarely,915,Research & Development,1,1,Life Sciences,1,1,Female,71,2,Manager,4,Single,14612,20926,2,Yes,13,3,1,80,8,0,1,5,0,4,Yes
25,Travel_Rarely,638,Research & Development,6,3,Life Sciences,1,4,Male,49,3,Laboratory Technician,2,Married,13876,21363,2,Yes,17,3,4,80,3,0,1,10,4,2,Yes
46,Travel_Rarely,1094,Sales,28,4,Medical,1,2,Female,86,3,Laboratory Technician,3,Married,4659,11385,0,Yes,11,3,3,80,24,1,1,2,2,1,Yes
27,Travel_Frequently,730,Sales,5,5,Human Resources,1,2,Male,84,3,Healthcare Representative,2,Single,12955,8187,0,Yes,18,3,1,80,15,5,2,3,2,1,No
20,Travel_Frequently,1065,Research & Development,25,2,Marketing,1,2,Female,68,2,Research Scientist,2,Married,6403,12890,2,No,16,4,4,80,16,4,2,8,3,4,No
34,Travel_Rarely,757,Sales,10,5,Life Sciences,1,3,Female,42,3,Sales Executive,4,Married,15834,11155,5,Yes,11,3,2,80,23,2,2,1,0,5,No
38,Travel_Rarely,909,Sales,8,3,Life Sciences,1,3,Female,30,3,Research Scientist,4,Single,4375,5547,1,Yes,11,3,1,80,10,0,1,8,4,2,No
50,Non-Travel,1027,Sales,7,3,Life Sciences,1,3,Female,43,2,Sales Representative,1,Single,10608,16442,3,Yes,13,3,3,80,7,5,3,6,0,0,No
49,Travel_Rarely,798,Sales,12,1,Life Sciences,1,1,Female,72,3,Manufacturing Director,2,Single,8085,12878,5,Yes,13,4,3,80,11,2,3,3,0,0,No
40,Non-Travel,1142,Research & Development,8,2,Life Sciences,1,4,Male,72,3,Healthcare Representative,4,Divorced,4069,8841,3,No,18,3,3,80,8,2,3,2,2,2,No
45,Non-Travel,731,Sales,13,1,Marketing,1,1,Female,63,2,Laboratory Technician,3,Single,9034,22784,0,Yes,16,4,1,80,20,4,4,6,2,0,No
40,Travel_Rarely,1207,Research & Development,5,4,Life Sciences,1,4,Male,31,2,Laboratory Technician,3,Married,13965,14914,0,Yes,22,3,1,80,9,1,2,6,5,2,No
21,Travel_Rarely,716,Sales,6,2,Medical,1,3,Male,75,2,Manufacturing Director,2,Married,3914,18270,0,Yes,11,3,1,80,1,1,2,3,4,2,No
47,Travel_Frequently,848,Sales,28,1,Other,1,4,Female,56,4,Laboratory Technician,3,Divorced,2388,9170,5,Yes,11,3,2,80,1,2,4,2,1,6,Yes
26,Travel_Rarely,1163,Research & Development,13,5,Other,1,3,Female,49,1,Sales Executive,1,Single,16548,10909,5,Yes,11,3,1,80,21,6,3,1,0,0,No
42,Travel_Rarely,1271,Research & Development,7,1,Medical,1,1,Male,100,4,Sales Executive,3,Single,12507,8316,4,Yes,12,3,3,80,21,2,2,0,3,3,No
26,Travel_Rarely,633,Research & Development,8,3,Technical Degree,1,1,Female,51,2,Healthcare Representative,2,Married,5026,7287,0,Yes,15,4,2,80,4,0,2,1,1,5,No
24,Non-Travel,881,Sales,1,2,Other,1,3,Female,87,3,Research Scientist,3,Single,5430,11745,0,No,20,4,2,80,10,0,2,6,11,1,No
58,Travel_Rarely,647,Sales,3,1,Other,1,1,Female,95,3,Research Scientist,4,Single,10169,10740,5,Yes,15,3,2,80,22,5,3,6,1,6,No
27,Travel_Rarely,636,Research & Development,19,1,Life Sciences,1,2,Female,58,3,Healthcare Representative,3,Married,12474,17580,1,Yes,11,3,1,80,13,2,2,4,0,6,No
51,Travel_Rarely,1064,Research & Development,20,2,Life Sciences,1,1,Female,70,1,Laboratory Technician,3,Married,5492,6715,2,Yes,16,3,3,80,12,4,1,5,3,7,No
28,Travel_Rarely,671,Research & Development,2,1,Technical Degree,1,4,Female,66,3,Manufacturing Director,3,Single,3783,20778,1,Yes,23,3,4,80,12,1,3,5,5,5,No
24,Travel_Frequently,1398,Research & Development,24,4,Technical Degree,1,1,Female,93,1,Healthcare Representative,2,Married,11517,4695,3,Yes,12,3,3,80,6,3,1,0,1,6,Yes
46,Travel_Frequently,1235,Sales,6,2,Marketing,1,1,Female,81,1,Healthcare Representative,2,Single,13511,15189,0,Yes,19,3,1,80,3,0,4,0,0,7,No
33,Travel_Frequently,791,Human Resources,8,1,Technical Degree,1,2,Male,53,1,Sales Executive,3,Single,5826,14007,5,Yes,21,4,1,80,22,3,4,6,1,2,No
55,Travel_Rarely,886,Research & Development,12,3,Human Resources,1,1,Female,82,2,Sales Executive,2,Married,4069,20312,2,No,16,4,2,80,7,3,4,2,2,4,Yes
27,Travel_Rarely,1377,Human Resources,17,4,Marketing,1,1,Male,68,1,Sales Executive,1,Married,5200,14107,1,Yes,12,3,2,80,6,3,2,0,3,10,No
22,Travel_Frequently,183,Research & Development,3,2,Marketing,1,4,Female,71,3,Sales Executive,2,Single,11988,17066,0,No,13,3,2,80,5,1,3,2,7,0,No
41,Travel_Rarely,710,Sales,10,4,Life Sciences,1,2,Female,45,3,Healthcare Representative,3,Married,10010,15049,0,Yes,17,4,2,80,24,2,3,1,1,1,No
37,Travel_Frequently,698,Research & Development,1,4,Other,1,4,Female,73,2,Manufacturing Director,4,Divorced,5472,9280,2,Yes,12,3,2,80,8,1,1,2,5,3,No
28,Travel_Frequently,810,Sales,29,1,Technical Degree,1,1,Female,47,1,Healthcare Representative,4,Single,7713,18941,2,No,16,3,2,80,12,1,1,3,0,4,No
49,Travel_Rarely,421,Sales,6,4,Medical,1,3,Female,67,3,Laboratory Technician,2,Single,7878,4298,0,Yes,16,3,1,80,1,2,1,4,9,0,No
19,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,1,Male,52,2,Human Resources,4,Single,2564,18437,1,Yes,12,3,3,80,1,3,4,0,0,0,Yes
19,Travel_Rarely,1188,Research & Development,25,2,Medical,1,2,Female,55,3,Sales Executive,4,Single,6913,7183,3,Yes,20,3,2,80,18,2,1,3,3,6,No
55,Travel_Frequently,1448,Sales,11,3,Technical Degree,1,2,Female,71,1,Research Scientist,4,Married,2520,12934,4,Yes,16,3,4,80,3,2,3,4,4,0,Yes
36,Travel_Rarely,602,Sales,19,1,Life Sciences,1,2,Male,79,3,Healthcare Representative,3,Married,11359,15249,4,Yes,19,3,3,80,18,3,2,4,1,2,No
43,Travel_Rarely,543,Sales,25,4,Other,1,1,Female,44,2,Sales Executive,3,Married,2194,17471,0,Yes,14,3,1,80,22,1,2,2,2,0,No
41,Travel_Frequently,359,Sales,22,2,Medical,1,3,Male,44,4,Manufacturing Director,1,Single,4436,24882,0,Yes,13,3,4,80,25,2,3,4,3,2,No
22,Travel_Rarely,641,Sales,5,3,Medical,1,2,Female,84,3,Sales Executive,1,Single,7816,3025,5,Yes,17,4,3,80,11,3,3,2,2,2,Yes
31,Travel_Rarely,1062,Research & Development,24,3,Medical,1,3,Female,96,2,Healthcare Representative,1,Single,6812,17198,1,Yes,19,3,2,80,10,2,3,9,1,8,No
44,Non-Travel,1086,Sales,16,4,Life Sciences,1,1,Female,42,3,Sales Executive,2,Single,6033,22562,0,No,14,3,4,80,5,3,2,10,3,3,No
29,Non-Travel,940,Human Resources,13,1,Marketing,1,2,Female,70,2,Laboratory Technician,4,Married,3693,6678,4,Yes,19,3,3,80,18,3,3,2,2,8,No
42,Travel_Rarely,791,Research & Development,2,4,Life Sciences,1,3,Female,46,2,Sales Representative,3,Single,5974,3169,1,Yes,11,4,2,80,7,1,1,3,0,2,No
46,Travel_Frequently,861,Sales,7,4,Other,1,3,Female,44,1,Healthcare Representative,2,Married,10997,13425,1,Yes,14,4,2,80,21,0,3,4,0,7,Yes
43,Travel_Rarely,845,Research & Development,9,3,Medical,1,4,Male,43,3,Healthcare Representative,3,Single,5650,7304,5,Yes,11,3,2,80,12,5,2,2,0,3,No
30,Travel_Frequently,1135,Human Resources,12,4,Marketing,1,4,Female,46,3,Healthcare Representative,4,Single,9554,7362,1,Yes,13,3,2,80,6,5,2,15,0,2,No
57,Travel_Rarely,858,Sales,21,4,Other,1,1,Female,72,1,Research Scientist,3,Single,8352,22588,1,Yes,15,3,3,80,1,5,2,10,2,5,No
32,Travel_Rarely,906,Sales,7,3,Life Sciences,1,4,Male,91,2,Sales Executive,3,Married,5484,16985,1,Yes,14,3,3,80,13,3,2,8,4,8,No
44,Travel_Frequently,1300,Research & Development,24,2,Life Sciences,1,2,Female,73,3,Manufacturing Director,2,Single,2865,10221,4,Yes,17,3,2,80,13,2,2,11,2,4,No
40,Travel_Frequently,846,Sales,7,2,Technical Degree,1,1,Female,93,4,Laboratory Technician,3,Single,4407,12513,3,Yes,16,3,2,80,25,2,1,7,2,1,No
53,Travel_Frequently,1316,Sales,13,2,Marketing,1,4,Female,31,3,Manufacturing Director,3,Single,11958,11730,0,Yes,14,4,1,80,7,2,3,3,4,0,No
55,Travel_Rarely,1088,Research & Development,7,3,Technical Degree,1,1,Female,91,4,Manufacturing Director,1,Married,8000,16592,1,Yes,11,3,1,80,3,0,1,2,3,8,No
27,Travel_Rarely,734,Sales,18,3,Technical Degree,1,3,Female,89,3,Research Scientist,4,Married,3849,17048,4,Yes,14,3,2,80,30,4,1,0,2,6,No
36,Travel_Frequently,1093,Research & Development,28,2,Technical Degree,1,2,Female,37,1,Manufacturing Director,1,Married,13023,2969,0,No,15,3,3,80,17,1,4,3,3,0,Yes
36,Travel_Frequently,1431,Research & Development,24,4,Technical Degree,1,1,Female,71,1,Manufacturing Director,1,Married,11717,6880,1,Yes,15,4,1,80,13,0,1,6,3,6,No
59,Travel_Rarely,562,Research & Development,16,4,Life Sciences,1,1,Female,36,2,Sales Executive,2,Single,6858,4164,0,Yes,24,3,3,80,14,5,1,2,3,2,No
41,Travel_Rarely,568,Sales,15,2,Marketing,1,1,Female,65,2,Sales Executive,3,Single,3942,14137,5,No,14,4,2,80,6,2,2,3,0,3,No
43,Non-Travel,379,Research & Development,9,4,Technical Degree,1,3,Female,59,4,Sales Representative,3,Single,8951,17221,4,Yes,23,3,2,80,15,1,3,6,0,0,No
37,Non-Travel,924,Research & Development,13,3,Life Sciences,1,1,Male,37,2,Sales Executive,4,Married,8926,6163,3,Yes,17,3,1,80,16,0,1,8,3,6,No
52,Travel_Rarely,214,Research & Development,14,1,Life Sciences,1,1,Male,88,3,Sales Executive,1,Single,7391,20565,3,Yes,13,4,1,80,8,4,1,1,3,3,No
42,Non-Travel,1282,Research & Development,3,3,Life Sciences,1,1,Female,35,2,Sales Representative,4,Married,3441,3466,1,Yes,14,4,4,80,5,4,4,4,0,1,Yes
45,Travel_Frequently,574,Research & Development,19,2,Life Sciences,1,4,Female,80,2,Manager,3,Single,3509,11774,0,No,23,4,4,80,4,0,1,4,1,4,No
43,Travel_Rarely,740,Research & Development,1,3,Human Resources,1,1,Male,91,3,Laboratory Technician,4,Single,6635,12351,3,No,16,3,1,80,13,3,3,0,4,8,Yes
19,Travel_Frequently,1004,Sales,12,4,Medical,1,3,Female,81,1,Manufacturing Director,4,Divorced,2473,8562,4,Yes,18,3,3,80,29,1,3,1,2,2,No
28,Non-Travel,557,Sales,13,5,Technical Degree,1,3,Female,54,1,Healthcare Representative,4,Divorced,9660,20034,5,Yes,21,3,3,80,1,0,1,2,0,1,No
50,Travel_Rarely,1182,Research & Development,27,2,Medical,1,1,Female,77,3,Sales Executive,1,Married,5880,13462,1,No,16,3,3,80,4,5,1,3,3,2,No
25,Travel_Rarely,775,Research & Development,22,4,Medical,1,2,Female,54,2,Laboratory Technician,1,Married,10505,9974,4,Yes,18,4,1,80,5,0,2,3,3,5,No
24,Non-Travel,1316,Research & Development,15,5,Life Sciences,1,3,Female,30,2,Sales Executive,2,Single,15018,6208,4,Yes,21,4,3,80,22,1,1,6,2,1,No
47,Travel_Rarely,547,Sales,3,5,Human Resources,1,1,Male,53,3,Manufacturing Director,3,Single,6170,4497,5,No,11,4,2,80,25,1,1,4,0,6,No
43,Travel_Rarely,400,Research & Development,20,4,Life Sciences,1,1,Male,83,1,Research Scientist,3,Single,8875,10507,0,No,15,4,1,80,26,1,2,8,0,4,No
30,Non-Travel,472,Sales,4,3,Marketing,1,3,Male,72,3,Manager,2,Single,8989,18712,4,Yes,15,4,1,80,14,2,1,0,0,2,Yes
24,Travel_Rarely,1214,Sales,12,2,Technical Degree,1,2,Female,45,2,Sales Executive,2,Single,6770,12562,2,Yes,11,3,2,80,11,2,3,6,3,10,Yes
37,Travel_Rarely,986,Research & Development,10,2,Technical Degree,1,3,Male,35,1,Sales Executive,2,Married,5186,12369,1,No,13,3,2,80,23,0,1,14,3,0,No
34,Travel_Frequently,753,Sales,4,1,Life Sciences,1,3,Female,67,3,Research Scientist,1,Married,15938,23803,0,Yes,15,3,1,80,4,5,4,7,4,5,Yes
27,Travel_Rarely,1028,Sales,15,2,Medical,1,3,Female,77,1,Sales Executive,3,Single,10410,11621,5,Yes,16,4,3,80,8,0,2,8,1,10,Yes
49,Travel_Frequently,352,Human Resources,28,3,Life Sciences,1,1,Female,90,3,Laboratory Technician,1,Married,12919,13879,0,No,12,3,4,80,10,0,1,4,2,2,No
24,Non-Travel,434,Sales,22,2,Medical,1,1,Female,63,4,Laboratory Technician,2,Divorced,10111,10145,4,No,21,3,2,80,23,4,3,7,0,6,No
32,Travel_Rarely,555,Sales,17,3,Human Resources,1,4,Male,47,3,Research Scientist,2,Married,4979,6104,4,Yes,17,3,3,80,22,2,4,0,3,2,No
59,Travel_Rarely,973,Sales,26,1,Other,1,1,Female,49,3,Manufacturing Director,1,Married,2754,19411,2,No,16,4,1,80,7,3,4,3,2,3,No
56,Travel_Frequently,1148,Sales,9,5,Marketing,1,1,Female,40,1,Laboratory Technician,1,Married,12039,11334,0,Yes,19,3,2,80,7,0,2,5,4,0,No
33,Travel_Rarely,1011,Sales,9,1,Other,1,3,Female,31,2,Manufacturing Director,3,Single,2763,4283,2,Yes,14,4,4,80,26,1,1,14,2,3,No
36,Travel_Rarely,1447,Sales,3,2,Medical,1,4,Female,82,2,Laboratory Technician,3,Married,4024,13519,5,No,11,4,1,80,12,5,2,0,2,3,Yes
22,Travel_Rarely,894,Sales,3,4,Other,1,1,Female,34,4,Research Scientist,1,Married,6613,23024,4,Yes,14,3,1,80,21,0,4,6,2,6,No
25,Travel_Rarely,548,Sales,1,5,Medical,1,2,Female,80,3,Research Scientist,3,Single,11509,13570,5,No,12,3,1,80,20,1,3,8,2,0,Yes
24,Travel_Frequently,1210,Research & Development,5,4,Life Sciences,1,4,Female,30,3,Sales Executive,3,Single,6076,7201,4,Yes,18,4,1,80,2,4,2,0,6,0,No
34,Travel_Frequently,792,Sales,13,1,Medical,1,1,Female,85,4,Research Scientist,2,Married,4289,20318,3,Yes,13,3,3,80,10,2,1,2,3,2,No
36,Travel_Frequently,433,Research & Development,8,1,Technical Degree,1,3,Female,75,3,Manufacturing Director,2,Married,9819,23390,1,Yes,16,3,3,80,22,2,3,2,2,7,Yes
58,Travel_Rarely,245,Research & Development,1,2,Marketing,1,1,Female,52,3,Research Scientist,2,Single,14182,21287,4,Yes,13,3,3,80,22,5,3,5,3,4,No
